学校,URL,答卷总数,问题简称,问题,答卷编号,回答
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,卡消费,学校里面用什么卡，饭堂怎样消费,A16,zfb wx 校园卡都可以 贵！
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,卡消费,学校里面用什么卡，饭堂怎样消费,A17,微信支付宝
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,卡消费,学校里面用什么卡，饭堂怎样消费,A18,各种扫码，食堂刷付款码即可，校园卡进出图书馆用
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,卡消费,学校里面用什么卡，饭堂怎样消费,A19,用支付宝或者微信
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A1,会
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A2,会，那个会给你发奖学金之类的，记得隔一段时间交易一下防止被冻结
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A3,会，方便方便交学费，还会发电话卡（可以不用）
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A4,发
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A5,会，用来发奖学金和竞赛奖金，一般用不上，但还是要办
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A6,会，建行卡，南工定制
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A7,会，会统一激活，注意别被骗了激活完就走，也可以去校外激活，我们被骗走了好久的流程不知不觉又办了一张储蓄卡和信用卡
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A8,有的。
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A9,建行
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,银行卡,学校会给学生发银行卡吗,A10,会，可能现在没有了
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A1,还行
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A2,一般般吧
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A3,普通小超市，遍布全校，什么都有，可以打印
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A4,偏贵
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A5,东西很多，校外有很近的永辉
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A6,东西挺全的，应急的话也很够用，校内还有罗森，coco，一些杂牌奶茶店和一些独立小餐厅（麻辣烫，烤冷面等），这点非常充盈
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A7,部分价格高，有的挺便宜
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A8,和外面是连锁的
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A9,超市挺多的，价格正常也有的便宜，东西比较全
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A10,挺多的
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A11,有的实惠，有的贵，还挺全的。
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A12,不错
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A13,贵 一般全
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A14,中规中矩
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,超市,学校的超市怎么样,A15,可以
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A1,还行
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A2,韵达在校外，京东顺丰在西苑，别的在南苑，邮政好像在明德楼还有一个
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A3,好几个快递点，校外也有，不同快递公司放的位置不一样（政策也一直在变）
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A4,韵达都不进校内
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A5,有专门的一个区域。618，双11会建立额外取件点
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A6,疫情后还好，但听说毕业生有奇怪的政策
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A7,有快递集中点
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A8,和校外一样
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A9,现在是中国邮政掌管，不用下APP，一般自己找快递然后在微信上调身份证扫码出库。因为是邮政掌管所以那个公众号上只能显示拼多多的包裹，其他的收件码得在淘宝上留意，淘宝退货也不能选服务站退（这里建议使用帮帮寄，比较便宜而且可以上门取件，但丹鸟和菜鸟裹裹进不来）。基本每个宿舍区都有驿站但顺丰和京东的包裹只会送到西苑。
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A10,贵
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A11,正常收发，感觉和在家差不多
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A12,山下有俩快递站，挺正常的
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A13,有的时候东苑会送到亚青…管理还不错
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A14,良好
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A15,有快递站，顺丰服务最好，京东其次，剩下的全在菜鸟驿站
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,快递,学校的收发快递政策怎么样,A16,可以
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A1,无
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A2,0，禁止骑行
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A3,没有，门口也没有
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A4,没有
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A5,禁止共享单车
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A6,没有，只能走路
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A7,无车，只能走路
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A8,0
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A9,无，不让骑车。
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A10,没有，不给骑车！
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,共享单车,学校里面的共享单车数目与种类如何,A11,无共享单车
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A1,刷脸
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A2,需要人脸识别
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A3,已毕业不了解啦！
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A4,没有
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A5,没有门禁 随便进出
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A6,较为严格，但可以蹭或者找学生帮你申请进入
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A7,未知
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A8,要预约
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A9,刷脸随便出，但是学校规定九点之前必须回来
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A10,进出校门需要刷脸，宿舍刷学生卡进
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A11,需要刷脸进，亲友申请可以进，一般人周末节假日也可以进。没有宵禁但辅导员看得到你的刷脸记录，特别多事的会质问你为什么晚归。
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A12,好像没有
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A13,熄灯后进学校会被上报到辅导员那边哦\~
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A14,没啥门禁，这点表扬
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A15,没门禁
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A16,出入自由，进出校门需刷脸，夜间部分宿舍需刷卡进入，虽然不会让你进不去或者出不来，但系统中会有记录，导员可能会心血来潮查出校门记录（？）不过概率极小
南京工业大学,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue/,19,门禁,现阶段学校的门禁情况如何,A17,很松
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,上床下桌,宿舍是上床下桌吗,A1,男寝是，四人间；女寝不清楚
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,上床下桌,宿舍是上床下桌吗,A2,是
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,空调,教室和宿舍有没有空调,A1,有
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,空调,教室和宿舍有没有空调,A2,都有
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A1,有
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A2,有独立卫浴
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,早晚自习,有早自习、晚自习吗,A1,大一有
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,早晚自习,有早自习、晚自习吗,A2,大一有早晚自习，其他年级没有
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,早晚自习,有早自习、晚自习吗,A3,大一有晚自习，计通院没有早自习
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,晨跑,有晨跑吗,A1,大一大二校园跑有15次晨跑
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,晨跑,有晨跑吗,A2,校园跑内含晨跑
南京工业大学浦江学院,https://cn.colleges.chat/universities/nan-jing-gong-ye-da-xue-pu-jiang-xue-yuan/,3,晨跑,有晨跑吗,A3,有
